alpha         energy       variance      time_used
  0.3      92.070149      29.854899       7.765588
 0.35      85.582005      14.731773       7.660685
  0.4      81.131755       6.067611       7.533703
 0.45      77.725856       1.377653       7.528531
  0.5             75              0        7.52624
 0.55      72.613732      1.2777738       7.531317
  0.6      70.361788      5.1683578       7.528245
 0.65      68.027091      11.538479        7.52813
