alpha         energy       variance      time_used
  0.3      84.915087       24.32961      11.225323
 0.35       79.83056       14.32933      11.425279
  0.4      76.668525      3.5097679       11.65191
 0.45      75.542336     0.94235454      11.750836
  0.5             75              0      11.481889
 0.55      75.316061     0.78474903      11.508153
  0.6      76.025839      3.0934167      12.936011
 0.65      77.666101      6.2467692      13.447293
