alpha         energy       variance      time_used
  0.3      453.84403      3.2824844       7.758437
 0.35      311.69186      1.0118041       7.594854
  0.4      226.59106      0.2002706       7.523876
 0.45      157.61903    0.071902255       7.532448
  0.5             75              0       7.540815
 0.55     -33.115885     0.15727773        7.53186
  0.6     -40.199626     0.13713477       7.525869
 0.65     -94.119457     0.21714995       7.538192
