alpha         energy       variance      time_used
  0.3      81.970315       44.88747       7.782997
 0.35       78.22612      28.665873       7.624317
  0.4      75.289362      6.7732498        7.53329
 0.45      74.727296      1.5052653       7.526411
  0.5             75              0        7.53386
 0.55       75.47438      1.2539088        7.53139
  0.6      76.237238      4.4298249       7.523399
 0.65      77.777432      8.5524539       7.539949
