alpha         energy       variance      time_used
  0.3      85.249808      25.349666       7.420981
 0.35       79.15795      11.550826       7.467184
  0.4      76.747357      3.7931649       7.292654
 0.45      75.403278     0.94754697       7.242003
  0.5             75              0       7.239364
 0.55       75.40823     0.64962701       7.238697
  0.6      76.225726      2.4807858       7.253049
 0.65      77.532965      5.2192098       7.238745
