alpha         energy       variance      time_used
  0.3      85.717908      20.582288       7.248942
 0.35      80.266766       10.55736       7.244205
  0.4      77.172132       4.205766       7.249831
 0.45      75.576107     0.90292008       7.243933
  0.5             75              0       7.250169
 0.55      75.178674     0.72629768       7.251361
  0.6      75.916047      2.8667824       7.245596
 0.65      76.903784      5.5529708       7.247839
