alpha         energy       variance      time_used
  0.3      52.360666      4.4518189       9.839463
 0.35      59.742938      5.7998505       9.830521
  0.4      64.374872      1.5931934      10.063932
 0.45      69.642439     0.25720839      10.162023
  0.5             75  4.7202775e-10       9.902295
 0.55      80.237297     0.23213006        9.84299
  0.6      85.159572      1.8590891       9.915728
 0.65       89.84384      2.8907301      10.089135
