alpha         energy       variance      time_used
  0.3      86.299392      22.668684       7.642708
 0.35        80.7874      11.084547       7.659594
  0.4      77.551544      4.0530405       7.529645
 0.45      75.782634     0.94651912       7.525641
  0.5             75              0       7.532075
 0.55      74.899048     0.77371191       7.528721
  0.6      75.370175      2.9326064       7.531567
 0.65      76.292934       6.061643       7.529927
