alpha         energy       variance      time_used
  0.3      64.855301      74.736698       7.236855
 0.35      67.573462      28.186249       7.242178
  0.4      69.915988      10.929849         7.2442
 0.45      72.295514      3.1046527       7.235541
  0.5             75              0       7.242707
 0.55      78.099886      2.1625642       7.237535
  0.6      79.261492       8.233358        7.45424
 0.65       82.74226      24.369743       7.286338
