alpha         energy       variance      time_used
  0.3      85.206211      22.934522       9.848004
 0.35      80.321975      10.371146      10.292227
  0.4      77.285119      4.1575302       9.856512
 0.45      75.579166     0.87925105       9.865649
  0.5             75  1.0459189e-10       9.854342
 0.55      75.154294     0.69117618       9.857807
  0.6      75.879637      2.6715858       9.848334
 0.65      76.997555      5.6937193       9.849607
