alpha         energy       variance      time_used
  0.3       84.22094      27.585873       9.532963
 0.35      79.996454      11.687119       9.535792
  0.4      76.835102      3.5794228       9.534743
 0.45      75.435741      0.9789342       9.531224
  0.5             75  2.2009772e-10       9.533953
 0.55      75.196944     0.66095091        9.53432
  0.6      76.340215      2.7999181       9.535418
 0.65      77.655194      5.4779679       9.529546
