alpha         energy       variance      time_used
  0.3      68.938822      75.053084       7.669645
 0.35      72.445418       71.14699       7.642106
  0.4       72.82742      15.911995       7.532752
 0.45      73.522572      2.6555115       7.542221
  0.5             75              0       7.532751
 0.55      76.968488      2.1917234       7.530552
  0.6      77.223851       13.14311       7.724347
 0.65      78.103168      33.419638       7.773845
