alpha         energy       variance      time_used
  0.3      102.22593      43.392443       9.865669
 0.35       94.46195        23.2052       9.619346
  0.4       88.03382      10.614099        9.55205
 0.45      81.881583      2.7444541       9.538573
  0.5             75   3.265086e-10       9.539777
 0.55       66.58642      3.4251991       9.545676
  0.6      55.655503      15.947959       9.552918
 0.65      40.616918      42.956594       9.544027
