alpha         energy       variance      time_used
  0.3      102.06597      44.161074       7.521404
 0.35      94.538745      23.596441        7.57126
  0.4      88.184986      10.462351       7.640157
 0.45      81.914181      2.7663067       7.739593
  0.5             75              0       7.551215
 0.55      66.580094      3.3966835       7.693918
  0.6      55.679756      15.854733       7.552306
 0.65       40.76544      43.296919       7.586412
