alpha         energy       variance      time_used
  0.3      84.794134      28.853019       7.757078
 0.35      79.979649      12.623106       7.571301
  0.4      77.122515      4.7537122       7.530522
 0.45      75.437725     0.81777096       7.530218
  0.5             75              0        7.52708
 0.55      75.529492     0.73102539       7.533693
  0.6      76.222236      2.6467178       7.580378
 0.65      77.381766      4.7924247       7.571738
