alpha         energy       variance      time_used
  0.3      83.895023      40.548457       9.544422
 0.35      78.452325      15.708803        9.53973
  0.4      76.445807      5.5341689       9.532667
 0.45       75.24133       1.225221       9.536213
  0.5             75  8.4583007e-11       9.536299
 0.55      75.359563      1.0101319       9.532456
  0.6      77.180315      3.2249113       9.544911
 0.65      78.023953      6.6550072       9.536247
