alpha         energy       variance      time_used
  0.3      81.778761      22.891474       7.647429
 0.35       79.22416      17.678287       7.707777
  0.4      76.892552       6.828556       7.533023
 0.45      75.232976      1.7598811       7.544711
  0.5             75              0       7.530551
 0.55      75.428937      1.0919924       7.545448
  0.6      76.610243       3.467601       7.540272
 0.65      77.843274       9.260892       7.539715
