alpha         energy       variance      time_used
  0.3       92.02973      28.762743       9.696364
 0.35      85.640051       14.63313      10.034912
  0.4      81.056193      5.8996848       9.697906
 0.45      77.732863      1.4181397       9.534726
  0.5             75   2.910383e-10       9.534204
 0.55      72.621444      1.3125753        9.52966
  0.6      70.348532      5.1354674       9.525961
 0.65      67.971742      11.691475       9.528753
