alpha         energy       variance      time_used
  0.3      63.852487      55.624976       9.815357
 0.35      65.792112      20.218867       9.828717
  0.4      69.347706      11.963359       9.817314
 0.45       71.87908      2.1096192       9.820495
  0.5             75  3.6379788e-12       9.814819
 0.55       77.11741      2.7561635       9.830579
  0.6      80.926635      8.3630676       9.824784
 0.65      82.690281      22.774496       9.835488
