alpha         energy       variance      time_used
  0.3      1.7186709      0.4504827       0.163894
 0.35      1.5625254     0.17231511       0.160352
  0.4      1.5084423    0.059621319       0.159771
 0.45      1.5046919    0.017420205       0.159868
  0.5            1.5              0       0.161305
 0.55      1.5070469    0.012977107       0.160033
  0.6       1.520972     0.05058648       0.160125
 0.65      1.5437067     0.11985752       0.160078
