alpha         energy       variance      time_used
  0.3      831.58658      1025.1606      87.395615
 0.35      784.31769      404.88512      84.732972
  0.4      761.48777      127.45927      84.803526
 0.45      750.89525      22.304621      83.997776
  0.5            750              0      83.052708
 0.55      756.02628      14.478384       83.75114
  0.6      767.76457       47.96205      83.024881
 0.65      783.37029      93.895276      82.344269
