alpha         energy       variance      time_used
  0.3      831.33236        1009.18      339.85866
 0.35      786.66696      367.28729      340.26064
  0.4      761.58864      117.51677      341.53065
 0.45      751.12139      24.248601      344.73354
  0.5            750  3.9697625e-08      345.13802
 0.55      756.07191      13.185766      335.17002
  0.6      767.60186      47.054054      348.96316
 0.65       783.4446      93.509468      362.68895
