alpha         energy       variance      time_used
  0.3      16.888899      3.9114612       7.240677
 0.35      16.045478      2.1355485       7.225457
  0.4      15.412791     0.71206755       7.325124
 0.45      15.047263     0.16363546       7.221642
  0.5             15              0       7.226728
 0.55      15.083502     0.14063367       7.226558
  0.6       15.28619     0.47739593       7.232388
 0.65      15.530027      1.0870627       7.251593
