alpha         energy       variance      time_used
  0.3      1.6969201     0.41726255       7.233131
 0.35      1.5957651     0.20266863       7.227877
  0.4      1.5459224    0.077336788       7.265819
 0.45      1.5083115    0.017007803       7.264649
  0.5            1.5              0       7.232118
 0.55      1.5074498    0.013451725        7.23048
  0.6      1.5254096     0.04896329       7.226598
 0.65      1.5523353     0.10350689         7.2204
