alpha         energy       variance      time_used
  0.3      1.6414253     0.39192724       0.165292
 0.35       1.497712      0.1611707       0.165602
  0.4       1.506494    0.054687585       0.163884
 0.45      1.5104581    0.014508744       0.167548
  0.5            1.5  1.3322676e-14       0.165951
 0.55      1.4991658    0.013450512       0.163635
  0.6      1.5135401    0.059677973       0.164848
 0.65       1.593496    0.085473639       0.166055
