alpha         energy       variance      time_used
  0.3      16.418944      3.4733856       1.624251
 0.35      15.574446      1.8442387       1.633444
  0.4      15.108166     0.76511898       1.714295
 0.45      15.125788     0.17868771       1.671313
  0.5             15              0       1.698596
 0.55      14.950761     0.15618525       1.617026
  0.6      15.253793      0.4322346       1.620076
 0.65      15.376847      1.0661495       1.616818
