alpha         energy       variance      time_used
  0.3      16.912897      4.7971531        1.73512
 0.35      15.636355      1.3563239       1.739509
  0.4      15.318077     0.75039273       1.736366
 0.45      15.041407     0.14570784       1.736526
  0.5             15 -3.2400749e-12       1.732504
 0.55      15.141252     0.14365215       1.744992
  0.6      15.233034     0.52597631        1.73549
 0.65       15.59856     0.87975987       1.734709
