alpha         energy       variance      time_used
  0.3      166.34077      67.051892      11.823488
 0.35      159.02557      40.817848      11.801524
  0.4      153.26895      11.114367      11.797456
 0.45      150.78803      2.8637703      11.824009
  0.5            150  1.8007995e-09      11.802472
 0.55      150.75883      2.0960554      11.801901
  0.6      152.34304      6.8695778      11.824284
 0.65      155.43014      13.850661      11.814751
