alpha         energy       variance      time_used
  0.3      804.45991      3868.3282       7.236053
 0.35      770.49667      1391.9713       7.265489
  0.4      752.48344      455.64536       7.221813
 0.45      747.09302      88.277011       7.224754
  0.5            750              0       7.224745
 0.55      759.38751      57.058778        7.22482
  0.6      773.52164      188.24093       7.226079
 0.65      791.10918      331.80236       7.224413
