alpha         energy       variance      time_used
  0.3      56.120371      17.064512       1.914926
 0.35      53.389655      6.3013653       1.913071
  0.4      51.324236      2.9484995       1.913575
 0.45      50.396969     0.54592112       1.913458
  0.5             50  3.6379788e-11       1.914099
 0.55      50.421461     0.44286076       1.913503
  0.6      50.959702      2.0386752       1.913514
 0.65      51.551142       3.386412       1.914102
