alpha         energy       variance      time_used
  0.3      85.309067      16.661703       0.783872
 0.35      80.115841      9.3999756       0.800951
  0.4      76.278596      4.8050382       0.821148
 0.45      75.112739     0.78180141       0.807888
  0.5             75              0       0.782791
 0.55      75.119669     0.83553895       0.783889
  0.6      76.491056      2.0143907       0.784221
 0.65      77.480059      4.8510605       0.782779
