alpha         energy       variance      time_used
  0.3      169.40524      48.574091       7.133412
 0.35      159.89281      20.912512       7.135394
  0.4       153.9263      8.0514146       7.139068
 0.45       150.7103       1.758696       7.129762
  0.5            150              0       7.128963
 0.55      150.73917      1.4770657       7.129418
  0.6      152.53443      5.4910845        7.12582
 0.65      154.92129      11.222603       7.121765
