alpha         energy       variance      time_used
  0.3      17.349907      3.4650838       0.157599
 0.35      16.371406      2.2267267       0.157733
  0.4      15.105878     0.61162106       0.156678
 0.45      15.074996     0.13209522       0.156792
  0.5             15              0       0.156841
 0.55      15.033727      0.1456264       0.156683
  0.6      15.266845     0.52500904       0.157607
 0.65      15.642019      0.9541418       0.156467
