alpha         energy       variance      time_used
  0.3      1.4551399     0.21036862       0.016326
 0.35      1.6048856     0.22590792       0.018504
  0.4      1.5924162    0.079784816       0.015708
 0.45      1.5461577    0.026241419         0.0158
  0.5            1.5  1.7763568e-15       0.015802
 0.55      1.5083928    0.025981102       0.016171
  0.6      1.5335575    0.040009183       0.015879
 0.65       1.516648     0.10520051       0.016456
