alpha         energy       variance      time_used
  0.3       17.03528      4.2960062       7.234736
 0.35        15.9569      2.0456839       7.165449
  0.4      15.373523     0.74632645       8.482542
 0.45      15.076762     0.16510447       7.902313
  0.5             15              0        7.13242
 0.55      15.071051     0.13483046       7.136825
  0.6      15.245739     0.50906615       7.134011
 0.65      15.516896      1.0367115       7.126828
