alpha         energy       variance      time_used
  0.3      57.032741      15.380135       1.560583
 0.35      53.227902      5.6969867        1.59673
  0.4      51.076407      2.6431799       1.670569
 0.45       50.19167     0.55540938       1.563489
  0.5             50              0       1.671555
 0.55      50.240439     0.48943434       1.604401
  0.6      50.759006      1.5490755       1.696342
 0.65      51.874592      3.4096553       1.731124
