alpha         energy       variance      time_used
  0.3      57.767094      13.512031       0.961157
 0.35      52.944234      6.6068923       0.958282
  0.4      51.107725      2.0962946       0.957811
 0.45      50.325531     0.51299143       0.958404
  0.5             50 -2.0008883e-11       0.962462
 0.55       50.16915     0.51081543       0.959033
  0.6      51.058773      1.2413963        0.95759
 0.65      52.393703      2.8900825        0.97509
