alpha         energy       variance      time_used
  0.3      169.67768      32.381597       1.573556
 0.35      157.94428      16.566153        1.57256
  0.4      154.36607      8.9737293       1.571999
 0.45      150.93077      1.8318002       1.615149
  0.5            150              0       1.608201
 0.55      150.41563      1.4696244       1.571618
  0.6      152.46185      3.6686217       1.571271
 0.65      154.58535      7.7977948       1.571594
