alpha         energy       variance      time_used
  0.3      1.1066666      0.1600607       0.016339
 0.35      1.0216683     0.11709678       0.015848
  0.4        1.08744    0.071957339       0.015668
 0.45       1.026645    0.015691072       0.015878
  0.5              1 -2.6645353e-15       0.015696
 0.55      1.0036595   0.0058034279       0.015708
  0.6      1.0394263    0.024584095       0.015772
 0.65     0.98915887    0.081257046       0.016742
