alpha         energy       variance      time_used
  0.3      110.79559      24.551816       2.253221
 0.35      106.95834      11.200196       2.249402
  0.4      102.89875       5.235398       2.249444
 0.45      100.60672      1.0135853       2.254579
  0.5            100 -1.6734703e-10       2.252622
 0.55      100.31992     0.77158844       2.256539
  0.6      101.68841      3.2707326       2.250369
 0.65       102.5116      6.0726177       2.253572
