alpha         energy       variance      time_used
  0.3      168.92086      41.570888       2.588475
 0.35      160.77756       16.64927       2.651166
  0.4      153.28897       6.982178       2.589021
 0.45      150.62557      1.8040891        2.58805
  0.5            150 -7.8580342e-10       2.590356
 0.55       150.6552      1.4423188       2.647578
  0.6      152.15892      5.3595366       2.705026
 0.65      154.91658      11.046691       2.647683
