alpha         energy       variance      time_used
  0.3      1.8250669     0.39884664       0.015832
 0.35      1.6565814     0.24132051       0.015683
  0.4      1.5123681    0.048740191       0.015623
 0.45      1.5179571    0.019135605       0.015809
  0.5            1.5              0       0.015663
 0.55      1.5166586     0.01239783       0.015761
  0.6      1.5269158    0.069938728       0.016705
 0.65      1.5569072    0.091722817       0.015646
