alpha         energy       variance      time_used
  0.3      28.249489       5.199632       0.874172
 0.35      26.219411      2.2754297       0.872504
  0.4      25.445615      1.2378912       0.868731
 0.45      25.007321     0.21437417       0.870112
  0.5             25  1.5916157e-12       0.869537
 0.55      25.133809     0.20573591       0.868993
  0.6       25.51884     0.82904165       0.870476
 0.65       25.82509      1.8181757       0.869437
