alpha         energy       variance      time_used
  0.3      819.48419      386.17681      30.135546
 0.35      777.92204      136.07689      30.049201
  0.4      756.40913      47.495324      29.928474
 0.45      748.32991      9.2069983      29.946183
  0.5            750  3.0966476e-08      29.917431
 0.55      758.64458      6.5608309      30.410414
  0.6      772.53646      21.810581        30.1529
 0.65      790.81134         42.196      29.929499
